geoid10,hpi_score,hpi_percentile,hpi_quartile,hpi_least_healthy_25,disadvantage_pctile,leb,pop_hpi
06037186302,-0.059968875,0.453915276,2,No,0.546084724,84.4,5096
06037186401,-0.600881313,0.166495507,1,Yes,0.833504493,84.4,3489
06037186403,-0.278868189,0.332349166,2,No,0.667650834,82.2,2698
06037186404,-0.156826078,0.397304236,2,No,0.602695764,77.8,2631
06037187101,0.041882237,0.513863928,3,No,0.486136072,82.6,3438
06037187102,-0.094082989,0.433376123,2,No,0.566623877,82.4,3739
06037187200,-0.301378796,0.317073171,2,No,0.682926829,79.0,2963
06037187300,0.638565061,0.859435173,4,No,0.14056482699999995,80.3,3597
06037188100,0.063286587,0.52593068,3,No,0.47406932,79.6,3918
06037188201,0.472850792,0.77406932,4,No,0.22593068000000005,84.1,3473
06037188202,0.914691808,0.953145058,4,No,0.046854941999999955,79.1,2426
06037188300,0.451821896,0.762130937,4,No,0.237869063,80.6,3800
06037189101,0.471086391,0.773170732,4,No,0.22682926800000003,81.4,2521
06037189102,0.795160277,0.921309371,4,No,0.07869062900000001,82.0,3356
06037189201,-0.044896347,0.463543004,2,No,0.5364569960000001,81.7,3216
06037189202,0.703406906,0.88703466,4,No,0.11296534000000003,83.9,2396
06037189300,0.907535583,0.951347882,4,No,0.04865211800000002,84.6,3117
06037189400,0.901588526,0.949935815,4,No,0.05006418499999998,87.3,3164
06037189500,0.092444626,0.545571245,3,No,0.454428755,80.0,4180
06037189600,0.439994658,0.755198973,4,No,0.24480102699999995,83.1,3939
06037189701,0.571283321,0.825545571,4,No,0.17445442899999997,81.1,3228
06037189702,0.435133662,0.751604621,4,No,0.24839537899999997,79.8,2201
06037189800,0.363385221,0.705006418,3,No,0.29499358200000003,83.9,3833
06037189902,0.205298499,0.606675225,3,No,0.39332477499999996,81.06,5371
06037189903,0.114788695,0.558793325,3,No,0.441206675,81.5,2089
06037189904,0.134861077,0.569961489,3,No,0.430038511,78.6,2435
06037189905,0.365429237,0.706931964,3,No,0.293068036,81.5,2432
06037190100,-0.216446212,0.363928113,2,No,0.636071887,79.8,4453
06037190201,-0.909212987,0.063414634,1,Yes,0.936585366,78.2,2632
06037190202,-0.450652795,0.23902439,1,Yes,0.76097561,80.9,3225
06037190301,-0.536443413,0.195121951,1,Yes,0.804878049,81.03333333,5569
06037190401,-0.0616006,0.452631579,2,No,0.547368421,80.5,2977
06037190402,-0.403033776,0.263928113,2,No,0.736071887,81.2,2372
06037190510,-0.591988616,0.171630295,1,Yes,0.8283697050000001,79.0,4051
06037190520,-0.588108624,0.173170732,1,Yes,0.826829268,79.8,3979
06037190700,-0.063531104,0.451861361,2,No,0.548138639,80.9,2685
06037190801,-0.706381021,0.12169448,1,Yes,0.8783055200000001,82.2,2682
06037190802,-0.470824863,0.228626444,1,Yes,0.771373556,79.9,2982
06037190901,-0.894209074,0.066367137,1,Yes,0.933632863,77.1,4587
06037190902,-0.601284769,0.166238768,1,Yes,0.833761232,78.7,3518
06037191000,0.07840036,0.535686778,3,No,0.464313222,78.3,4454
06037191110,-0.838196341,0.079974326,1,Yes,0.920025674,79.9,3478
06037191120,-0.710451531,0.118998716,1,Yes,0.881001284,77.7,3900
06037191201,-0.321281996,0.306931964,2,No,0.693068036,79.4,4414
06037191203,-0.838362193,0.079717587,1,Yes,0.920282413,77.3,2383
06037191204,-0.295786474,0.320795892,2,No,0.679204108,78.6,2033
06037191301,-0.288361245,0.327086008,2,No,0.672913992,84.1,2224
06037191302,-0.290136803,0.32618742,2,No,0.67381258,78.4,1947
06037191410,-0.396158742,0.267650834,2,No,0.732349166,77.1,4646
06037191420,-0.245913474,0.347368421,2,No,0.652631579,79.18333333,3096
06037191500,-0.30483803,0.314249037,2,No,0.685750963,77.4,5931
06037191610,-0.572883851,0.181771502,1,Yes,0.818228498,79.1,4237
06037191620,-0.914205186,0.061874198,1,Yes,0.938125802,79.4,2532
06037191710,-0.592397121,0.171116816,1,Yes,0.8288831839999999,80.6,2937
06037191720,-0.668692603,0.137355584,1,Yes,0.862644416,79.8,3224
06037191810,-0.605259507,0.16508344,1,Yes,0.83491656,77.1,3367
06037191820,0.056316496,0.52195122,3,No,0.47804877999999995,84.3,3176
06037191901,0.006059814,0.493838254,2,No,0.5061617460000001,81.7,3060
06037191902,0.785485859,0.917843389,4,No,0.08215661100000005,80.2,2788
06037192001,0.283308876,0.654942234,3,No,0.34505776600000004,73.8,2370
06037192002,0.520270419,0.797946085,4,No,0.20205391500000003,80.6,2597
06037192300,-0.359822541,0.285365854,2,No,0.7146341460000001,82.7,2463
06037192410,0.378046388,0.714762516,3,No,0.28523748400000004,85.2,3700
06037192420,-0.278683729,0.332605905,2,No,0.667394095,81.6,4280
06037192510,-0.638359652,0.148780488,1,Yes,0.851219512,83.0,3840
06037192520,-0.597020929,0.168549422,1,Yes,0.831450578,78.4,5269
06037192610,-0.595706313,0.168934531,1,Yes,0.831065469,76.2,3703
06037192620,-0.758717145,0.104107831,1,Yes,0.895892169,79.95714286,3542
06037192700,-0.675577325,0.134146341,1,Yes,0.865853659,82.5,3449
06037194101,0.509705533,0.791527599,4,No,0.20847240099999997,80.8,3277
06037194102,0.518146949,0.796148909,4,No,0.20385109099999998,83.1,3189
06037194200,0.707551991,0.889730424,4,No,0.11026957599999998,83.5,3524
06037194300,0.951453901,0.959948652,4,No,0.04005134799999999,83.8,3262
06037194401,0.414518321,0.737227214,3,No,0.262772786,74.0,2391
06037194402,0.615697874,0.849550706,4,No,0.15044929399999996,79.5,3579
06037194500,0.530360935,0.803465982,4,No,0.19653401800000003,77.6,2019
06037195100,0.691825064,0.881386393,4,No,0.11861360700000001,83.9,4978
06037195201,0.593827209,0.836842105,4,No,0.163157895,83.9,3128
06037195202,0.753922438,0.907830552,4,No,0.09216944800000004,84.9,3304
06037195300,0.22679246,0.620795892,3,No,0.37920410800000004,81.8,3089
06037195400,0.528117324,0.802182285,4,No,0.197817715,83.2,4451
06037195500,0.586888477,0.833376123,4,No,0.16662387700000003,84.7,5548
06037195600,-0.104585561,0.427342747,2,No,0.572657253,80.8,2948
06037195710,-0.564490483,0.185879332,1,Yes,0.8141206679999999,83.2,4487
06037195720,-0.287894492,0.327727856,2,No,0.672272144,78.4,2000
06037195802,-0.378245338,0.276765083,2,No,0.723234917,85.8,2691
06037195803,0.16178543,0.584724005,3,No,0.415275995,81.6,2634
06037195804,0.063470493,0.52618742,3,No,0.47381258000000004,79.2,2533
06037195901,0.11508967,0.558921694,3,No,0.441078306,79.7,2237
06037195902,0.458152795,0.765853659,4,No,0.23414634099999998,81.6,1864
06037195903,0.05613441,0.52182285,3,No,0.47817715000000005,82.2,2008
06037197200,-0.118183108,0.419897304,2,No,0.580102696,85.0,3909
06037197300,0.081757221,0.537612323,3,No,0.46238767700000005,83.8,4052
06037197410,0.368278351,0.70872914,3,No,0.29127086,84.6,4331
06037197420,-0.090983706,0.435430039,2,No,0.564569961,84.2,3564
06037197500,0.21074973,0.610397946,3,No,0.38960205400000003,79.2,3914
06037197600,0.285788394,0.6563543,3,No,0.34364570000000005,78.4,2166
06037197700,-0.170949155,0.390757381,2,No,0.609242619,80.3,5332
06037199000,-0.420044247,0.254428755,2,No,0.745571245,86.5,5391
06037199110,-0.827631418,0.081771502,1,Yes,0.918228498,81.6,2705
06037199120,-0.643947538,0.145956354,1,Yes,0.854043646,78.5,4511
06037199201,-0.874978625,0.070346598,1,Yes,0.929653402,81.5,3660
06037199202,-0.324272808,0.305519897,2,No,0.6944801030000001,82.0,3155
06037199300,-0.029591715,0.473299101,2,No,0.526700899,83.6,4202
06037199400,-0.509087222,0.209114249,1,Yes,0.790885751,83.0,4759
06037199700,-0.483552913,0.222336329,1,Yes,0.777663671,79.2,3063
06037199800,-0.576625092,0.180102696,1,Yes,0.8198973039999999,83.4,5828
06037199900,-0.737796223,0.110526316,1,Yes,0.889473684,79.9,2692
06037201110,-0.131641456,0.412195122,2,No,0.587804878,78.5,2147
06037201120,-0.107028126,0.42605905,2,No,0.57394095,79.2,4144
06037201200,-0.368442739,0.281771502,2,No,0.718228498,75.1,2893
06037201301,-0.382033179,0.274582798,2,No,0.725417202,75.6,4498
06037201302,0.195367424,0.600641849,3,No,0.39935815100000005,80.9,4341
06037201401,-0.504707055,0.212195122,1,Yes,0.787804878,84.5,4693
06037201402,-0.355724188,0.288061617,2,No,0.711938383,82.0,4995
06037201501,-0.382752583,0.27406932,2,No,0.72593068,82.7,5367
06037201503,-0.511160196,0.207188703,1,Yes,0.792811297,81.6,3364
06037201504,-0.508048425,0.210141207,1,Yes,0.7898587930000001,81.4,2302
06037201601,-0.429226301,0.249807445,1,Yes,0.750192555,83.8,2323
06037201602,-0.482314868,0.223234917,1,Yes,0.776765083,80.1,2960
06037201700,-0.209059803,0.367907574,2,No,0.632092426,83.4,5514
06037203100,-0.974661543,0.048523748,1,Yes,0.951476252,76.2,4498
06037203200,-0.546671147,0.192041078,1,Yes,0.807958922,77.3,5695
06037203300,-1.202050035,0.013607189,1,Yes,0.986392811,70.5,2000
06037203500,-0.708463998,0.120924262,1,Yes,0.879075738,78.2,2907
06037203600,-0.70009119,0.124518614,1,Yes,0.875481386,80.6,5276
06037203710,-0.637742319,0.149165597,1,Yes,0.850834403,82.9,3270
06037203720,-0.903802658,0.064313222,1,Yes,0.935686778,79.3,4072
06037203800,-0.86754273,0.072785623,1,Yes,0.927214377,83.7,4829
06037203900,-0.518846333,0.203337612,1,Yes,0.796662388,78.4,3353
06037204110,-0.512784521,0.206546855,1,Yes,0.793453145,77.3,3286
06037204120,-0.535431682,0.195378691,1,Yes,0.8046213090000001,83.5,2971
06037204200,-1.006099341,0.040179718,1,Yes,0.959820282,79.2,3657
06037204300,-0.997063865,0.042875481,1,Yes,0.957124519,82.4,5445
06037204410,-0.762189592,0.102952503,1,Yes,0.897047497,80.1,2575
06037204420,-1.103753801,0.024390244,1,Yes,0.975609756,80.2,3154
06037204600,-0.895688163,0.066238768,1,Yes,0.9337612319999999,78.9,4080
06037204700,-0.580278219,0.17843389,1,Yes,0.82156611,81.1,5510
06037204810,-0.736987794,0.110783055,1,Yes,0.889216945,81.1,5277
06037204820,-0.611014132,0.162130937,1,Yes,0.837869063,86.4,2241
06037204910,-0.817194493,0.084724005,1,Yes,0.915275995,80.7,3341
06037204920,-0.903626954,0.064569961,1,Yes,0.935430039,78.1,2751
06037205110,-0.769681305,0.099486521,1,Yes,0.900513479,77.3,3904
06037205120,-1.095187732,0.02618742,1,Yes,0.97381258,76.2,3548
06037206010,-0.664349805,0.139409499,1,Yes,0.860590501,81.1,4121
06037206020,,,,,,,8947
06037206031,0.238056658,0.627342747,3,No,0.37265725299999997,81.3,4131
06037206032,-1.157962235,0.018485237,1,Yes,0.981514763,82.9,5687
06037206050,-0.929603087,0.058279846,1,Yes,0.941720154,77.9,2031
06037206200,-0.973110391,0.048908858,1,Yes,0.951091142,76.7,4001
06037206300,,,,,,,6103
06037207101,-0.680943195,0.132220796,1,Yes,0.867779204,85.2,3717
06037207102,-0.672684464,0.135044929,1,Yes,0.864955071,82.625,2926
06037207103,-0.66852918,0.137483954,1,Yes,0.862516046,82.9,2393
06037207301,-0.091654384,0.43491656,2,No,0.56508344,74.0,4911
06037207302,-0.354161372,0.289602054,2,No,0.7103979460000001,79.3,4806
06037207400,,,,,,,1539
06037207501,0.053613951,0.520282413,3,No,0.479717587,80.4,2193
06037207502,-0.212603748,0.365982028,2,No,0.634017972,84.3,2888
06037207710,0.428638646,0.74801027,3,No,0.25198973,80.8,4667
06037207900,0.156856379,0.58267009,3,No,0.41732990999999997,82.3,7162
06037208000,-0.773003191,0.098587933,1,Yes,0.901412067,82.6,7508
06037208301,-1.06212479,0.029910141,1,Yes,0.970089859,78.775,2148
06037208302,-0.648214421,0.144672657,1,Yes,0.855327343,79.6,5269
06037208401,-0.799168472,0.090885751,1,Yes,0.909114249,82.5,4765
06037208402,-0.584998663,0.175096277,1,Yes,0.824903723,77.4,2896
06037208501,-0.149986947,0.401283697,2,No,0.598716303,80.3,2267
06037208502,-0.660248061,0.140949936,1,Yes,0.8590500640000001,76.2,4364
06037208610,-0.552105937,0.190500642,1,Yes,0.8094993580000001,84.3,4351
06037208620,-0.415727833,0.257252888,2,No,0.742747112,82.2,4446
06037208710,0.073328007,0.532349166,3,No,0.46765083399999996,82.8,4858
06037208720,-0.853091295,0.076508344,1,Yes,0.9234916559999999,80.5,4319
06037208801,-1.023752019,0.035686778,1,Yes,0.964313222,79.1,3027
06037208802,-0.584530411,0.175994865,1,Yes,0.8240051349999999,84.2,3069
06037208902,-1.010378915,0.03902439,1,Yes,0.96097561,77.3,2692
06037208903,-1.069105581,0.028626444,1,Yes,0.971373556,69.0,4345
06037208904,-1.115739513,0.022721438,1,Yes,0.977278562,76.2,3978
06037209102,-1.129064286,0.021309371,1,Yes,0.978690629,75.9,5950
06037209103,-1.39395853,0.004878049,1,Yes,0.995121951,76.8,3679
06037209104,-0.786997914,0.094608472,1,Yes,0.905391528,78.2,2560
06037209200,-0.230781735,0.354557125,2,No,0.6454428750000001,78.2,4545
06037209300,-1.043334136,0.032734275,1,Yes,0.967265725,75.9,4885
06037209401,-1.04580821,0.032477535,1,Yes,0.967522465,77.1,4472
06037209402,-1.497866205,0.002824134,1,Yes,0.997175866,76.2,3963
06037209403,-1.097930725,0.025802311,1,Yes,0.974197689,77.1,4148
06037209510,-1.164558604,0.01758665,1,Yes,0.98241335,77.1,3076
06037209520,-1.218791479,0.012580231,1,Yes,0.987419769,76.2,2797
06037209810,-1.269891075,0.009370988,1,Yes,0.990629012,74.3,2594
06037209820,-1.061363323,0.030166881,1,Yes,0.969833119,82.5,3073
06037210010,-0.757508176,0.104621309,1,Yes,0.895378691,80.9,3561
06037211000,0.664823176,0.86970475,4,No,0.13029524999999997,83.8,5124
06037211120,-0.306283854,0.313607189,2,No,0.6863928109999999,79.9,5635
06037211121,-0.510223947,0.208344031,1,Yes,0.791655969,82.25,2253
06037211122,-0.626901566,0.154685494,1,Yes,0.845314506,78.2,3163
06037211201,-0.691602152,0.126700899,1,Yes,0.873299101,77.4,2562
06037211202,-0.470835209,0.228498074,1,Yes,0.771501926,85.3,2239
06037211310,-0.667747558,0.137869063,1,Yes,0.862130937,77.4,3873
06037211320,-0.85044798,0.077150193,1,Yes,0.922849807,78.2,3337
06037211410,-0.376325366,0.277278562,2,No,0.722721438,78.4,2736
06037211420,-0.447569409,0.240564827,1,Yes,0.759435173,81.7,3573
06037211500,0.310113302,0.672785623,3,No,0.327214377,86.2,4175
06037211701,0.572906368,0.82593068,4,No,0.17406931999999997,83.4,2596
06037211703,-0.129299901,0.413735558,2,No,0.586264442,78.2,4841
06037211704,-0.262099598,0.339666239,2,No,0.660333761,80.2,2796
06037211802,-0.182028717,0.384210526,2,No,0.6157894740000001,84.3,4682
06037211803,-0.314352855,0.310269576,2,No,0.689730424,78.6,3701
06037211804,-0.751941409,0.105905006,1,Yes,0.894094994,79.9,3221
06037211910,-0.632954236,0.151219512,1,Yes,0.848780488,83.5,4371
06037211921,-0.812424825,0.086521181,1,Yes,0.913478819,78.2,2521
06037211922,-0.43065515,0.249165597,1,Yes,0.750834403,78.2,3269
06037212101,-0.310049138,0.311424904,2,No,0.688575096,78.2,3187
06037212102,-0.69087726,0.126957638,1,Yes,0.873042362,79.98333333,2291
06037212202,-0.632782144,0.151347882,1,Yes,0.848652118,83.0,3424
06037212203,-0.773681903,0.098202824,1,Yes,0.901797176,83.5,2914
06037212204,-0.797093395,0.091784339,1,Yes,0.908215661,80.1,3584
06037212303,-1.005339029,0.040436457,1,Yes,0.959563543,80.01666667,3837
06037212304,-1.241331498,0.011553273,1,Yes,0.988446727,77.1,1832
06037212305,-0.858098189,0.075353017,1,Yes,0.924646983,75.9,3025
06037212306,-0.762270781,0.102824134,1,Yes,0.897175866,78.4,3413
06037212410,-0.48235418,0.223106547,1,Yes,0.776893453,80.6,4318
06037212420,-0.47632937,0.225673941,1,Yes,0.7743260590000001,77.1,3517
06037212501,-0.220558295,0.36097561,2,No,0.63902439,78.2,1940
06037212502,-0.087011025,0.437740693,2,No,0.5622593069999999,80.9,2810
06037212610,-0.40900646,0.26097561,2,No,0.73902439,82.7,4447
06037212620,-0.356757232,0.287676508,2,No,0.712323492,78.2,4087
06037212701,-0.175930866,0.388189987,2,No,0.6118100129999999,83.6,2276
06037212702,0.219235719,0.616302953,3,No,0.38369704699999996,81.0,3632
06037212800,0.288082292,0.658151476,3,No,0.341848524,81.6,3543
06037212900,-0.576449021,0.180231065,1,Yes,0.819768935,84.8,4067
06037213100,-0.510311989,0.207958922,1,Yes,0.792041078,77.7,3014
06037213201,-0.65590051,0.142362003,1,Yes,0.857637997,78.4,3932
06037213202,-0.609209916,0.162901155,1,Yes,0.837098845,81.4,3942
06037213310,-0.52771255,0.199358151,1,Yes,0.800641849,79.8,3015
06037213320,-0.677868405,0.133247754,1,Yes,0.866752246,82.7,2469
06037213401,-0.689732621,0.127214377,1,Yes,0.872785623,83.9,4859
06037213402,-0.670098764,0.136585366,1,Yes,0.863414634,85.9,4857
06037214000,0.448294224,0.760077022,4,No,0.23992297799999995,87.2,4277
06037214100,0.67428266,0.87381258,4,No,0.12618742000000005,91.8,3668
06037214400,0.625367078,0.854043646,4,No,0.14595635399999995,79.2,2916
06037214501,0.253698396,0.636970475,3,No,0.36302952499999996,81.3,2702
06037214502,0.08517603,0.540564827,3,No,0.45943517300000003,80.7,5285
06037214503,0.351493706,0.696020539,3,No,0.30397946099999995,85.1,3422
06037214600,0.77345548,0.914249037,4,No,0.08575096299999996,82.9,2383
06037214700,0.566994345,0.823234917,4,No,0.17676508300000005,82.8,2414
06037214800,0.732270735,0.898716303,4,No,0.10128369699999995,84.4,2813
06037214901,0.38780597,0.721052632,3,No,0.278947368,85.8,3250
06037214902,0.45254244,0.762772786,4,No,0.23722721400000002,82.0,2550
06037215101,0.484133877,0.780359435,4,No,0.21964056499999995,79.8,3015
06037215102,0.485199903,0.781386393,4,No,0.218613607,78.9,3059
06037216100,0.701787703,0.886007702,4,No,0.11399229799999999,83.4,2151
06037216200,0.355458294,0.698716303,3,No,0.301283697,80.9,5778
06037216300,0.632462453,0.8563543,4,No,0.1436457,80.5,4367
06037216401,-0.089591038,0.436200257,2,No,0.563799743,85.6,3772
06037216402,0.280980421,0.653530167,3,No,0.346469833,85.5,2521
06037216700,0.319923081,0.677792041,3,No,0.322207959,79.6,3835
06037216800,0.417978381,0.740051348,3,No,0.25994865199999995,82.2,3203
06037216900,0.507952367,0.790500642,4,No,0.20949935799999997,81.0,4886
06037217001,0.238324834,0.628112965,3,No,0.371887035,86.2,2724
06037217002,0.33071712,0.683568678,3,No,0.316431322,81.4,4639
06037217100,0.009165821,0.495378691,2,No,0.504621309,80.5,6219
06037217200,-0.00280019,0.488446727,2,No,0.511553273,79.7,4156
06037218110,-0.394899693,0.268421053,2,No,0.731578947,81.3,3195
06037218120,-0.759791311,0.103594352,1,Yes,0.896405648,77.1,4638
06037218210,-0.588359343,0.172913992,1,Yes,0.827086008,75.3,3721
06037218220,-0.26154722,0.340051348,2,No,0.659948652,83.6,3859
06037218300,-0.329685919,0.302310655,2,No,0.697689345,79.6,5290
06037218400,-0.412378029,0.258921694,2,No,0.741078306,76.3,4737
06037218500,-0.501505021,0.213607189,1,Yes,0.786392811,80.2,2641
06037218600,-0.333626076,0.300385109,2,No,0.699614891,81.3,3148
06037218701,-0.401095715,0.264698331,2,No,0.735301669,78.8,2324
06037218702,-0.549590819,0.191014121,1,Yes,0.808985879,78.0,2056
06037218800,-0.330201338,0.301797176,2,No,0.698202824,77.475,2752
06037218900,-0.582607347,0.176508344,1,Yes,0.823491656,77.3,6149
06037219010,-0.3912003,0.270346598,2,No,0.7296534020000001,77.2,3027
06037219020,-0.599026394,0.167522465,1,Yes,0.832477535,79.4,5411
06037219300,-0.703180029,0.123363286,1,Yes,0.876636714,75.3,4239
06037219500,0.081251672,0.537227214,3,No,0.46277278600000005,79.6,2084
06037219700,-0.578891036,0.179204108,1,Yes,0.820795892,76.9,4507
06037219800,-0.618721985,0.158023107,1,Yes,0.841976893,75.3,2861
06037219901,-0.66473159,0.13915276,1,Yes,0.86084724,75.5,4150
06037219902,-0.548046996,0.191527599,1,Yes,0.808472401,79.3,3809
06037220000,-0.581283997,0.177535302,1,Yes,0.822464698,76.8,4711
06037220100,-0.391522246,0.270089859,2,No,0.729910141,76.4,2415
06037221110,-1.335082952,0.006290116,1,Yes,0.993709884,76.2,3705
06037221120,-0.785679492,0.094865212,1,Yes,0.905134788,76.2,3197
06037221210,-0.589993734,0.172400513,1,Yes,0.827599487,79.1,3165
06037221220,-0.58102702,0.177920411,1,Yes,0.822079589,81.1,3376
06037221302,-0.733615051,0.112323492,1,Yes,0.887676508,78.7,4373
06037221303,-1.046771661,0.032092426,1,Yes,0.967907574,75.9,2806
06037221304,-0.766604415,0.101412067,1,Yes,0.898587933,76.8,3656
06037221401,-0.877929775,0.06957638,1,Yes,0.93042362,72.0,3628
06037221402,-0.573906219,0.181258023,1,Yes,0.818741977,76.6,2851
06037221500,-0.845555692,0.07843389,1,Yes,0.92156611,80.1,3875
06037221601,-0.740782317,0.108985879,1,Yes,0.891014121,82.2,3141
06037221602,-1.133360011,0.020795892,1,Yes,0.979204108,75.9,3030
06037221710,-0.867959785,0.072528883,1,Yes,0.927471117,86.8,2833
06037221810,-1.208512238,0.01309371,1,Yes,0.98690629,80.4,2892
06037221820,-0.705481548,0.122079589,1,Yes,0.877920411,81.03333333,2363
06037221900,-2.379992233,0.00012837,1,Yes,0.99987163,78.1,4248
06037222001,-0.161738332,0.394608472,2,No,0.605391528,77.5,3142
06037222002,-0.538405458,0.194736842,1,Yes,0.805263158,75.3,5243
06037222100,-0.581911165,0.177278562,1,Yes,0.822721438,76.5,4331
06037222200,-0.72412485,0.114762516,1,Yes,0.885237484,78.4,4016
06037222500,-0.41406356,0.258023107,2,No,0.741976893,78.2,5120
06037222600,-0.987787247,0.045699615,1,Yes,0.954300385,76.5,5549
06037222700,,,,,,,4071
06037224010,-0.970519959,0.049679076,1,Yes,0.950320924,75.3,2845
06037224020,-1.18974392,0.014634146,1,Yes,0.985365854,75.9,2733
06037224200,-1.036262499,0.033761232,1,Yes,0.966238768,78.5,2557
06037224310,-1.038735745,0.033504493,1,Yes,0.966495507,76.2,2422
06037224320,-0.921778071,0.060333761,1,Yes,0.939666239,75.9,2972
06037224410,-0.821244651,0.083568678,1,Yes,0.916431322,78.2,3194
06037224420,-0.980113163,0.04762516,1,Yes,0.9523748400000001,76.66666667,2637
06037224600,-1.099396558,0.025417202,1,Yes,0.974582798,75.9,3385
06037224700,,,,,,,6238
06037226001,-1.008740465,0.039666239,1,Yes,0.960333761,75.6,2615
06037226002,-1.164685977,0.01745828,1,Yes,0.98254172,77.4,1820
06037226410,-1.033911008,0.034274711,1,Yes,0.965725289,82.3,3665
06037226420,-0.974408956,0.048652118,1,Yes,0.951347882,76.3,5531
06037226700,-1.128085295,0.02156611,1,Yes,0.97843389,74.2,7661
06037227010,-1.074717388,0.027856226,1,Yes,0.972143774,81.9,5705
06037227020,-0.857891003,0.075481386,1,Yes,0.924518614,78.1,3623
06037228100,-0.807626294,0.087933248,1,Yes,0.912066752,77.4,5505
06037228210,-1.004432154,0.041206675,1,Yes,0.958793325,75.9,4233
06037228220,-1.062314648,0.029781772,1,Yes,0.970218228,78.2,4375
06037228310,-0.888920888,0.067522465,1,Yes,0.932477535,75.9,4523
06037228320,-0.917986571,0.06097561,1,Yes,0.93902439,75.9,3122
06037228410,-1.014657852,0.038254172,1,Yes,0.961745828,75.9,3600
06037228420,-1.174998776,0.016431322,1,Yes,0.983568678,75.9,3304
06037228500,-0.980971527,0.047496791,1,Yes,0.952503209,77.7,4869
06037228600,-0.885968326,0.068421053,1,Yes,0.931578947,75.5,5301
06037228710,-1.173809265,0.016559692,1,Yes,0.983440308,78.4,3982
06037228720,-1.045838016,0.032349166,1,Yes,0.967650834,80.2,4825
06037228800,-1.005027507,0.041078306,1,Yes,0.958921694,75.9,5353
06037228900,-1.354908624,0.005648267,1,Yes,0.994351733,76.3,2918
06037229100,-0.929894715,0.058023107,1,Yes,0.941976893,77.4,5146
06037229200,-0.939005475,0.055712452,1,Yes,0.944287548,75.1,5072
06037229300,-1.079785926,0.027342747,1,Yes,0.9726572529999999,77.2,5715
06037229410,-1.166500424,0.01720154,1,Yes,0.98279846,80.2,3697
06037229420,-0.90890996,0.063543004,1,Yes,0.936456996,75.4,4759
06037231100,-1.663197574,0.000770218,1,Yes,0.999229782,75.3,3474
06037231210,-0.890491432,0.067137356,1,Yes,0.932862644,74.0,4040
06037231220,-1.128970993,0.021437741,1,Yes,0.978562259,79.7,4653
06037231300,-0.524468804,0.200641849,1,Yes,0.799358151,75.3,5754
06037231400,-0.509955005,0.20860077,1,Yes,0.79139923,77.5,4745
06037231500,-0.30036379,0.317843389,2,No,0.682156611,77.0,5396
06037231600,-0.72636447,0.113992298,1,Yes,0.886007702,75.9,7420
06037231710,-1.843919751,0.000385109,1,Yes,0.999614891,76.4,4165
06037231720,-0.815651758,0.085365854,1,Yes,0.914634146,81.4,4934
06037231800,-1.042123335,0.032862644,1,Yes,0.967137356,81.2,5436
06037231900,-1.040491998,0.033119384,1,Yes,0.966880616,77.4,6162
06037232110,-1.106593477,0.023876765,1,Yes,0.976123235,75.3,3038
06037232120,-1.173691442,0.016688062,1,Yes,0.983311938,81.1,5567
06037232200,-0.702202076,0.123620026,1,Yes,0.876379974,75.4,3487
06037232300,-0.686595792,0.129396662,1,Yes,0.870603338,76.7,6006
06037232400,-0.709871419,0.119640565,1,Yes,0.880359435,77.4,7361
06037232500,-0.578527271,0.179332478,1,Yes,0.820667522,80.0,4940
06037232600,-0.834250572,0.080616175,1,Yes,0.919383825,77.7,6833
06037232700,-0.990243155,0.044929397,1,Yes,0.955070603,80.1,6568
06037232800,-1.186846927,0.014762516,1,Yes,0.985237484,75.8,4489
06037234000,-0.264473108,0.338510911,2,No,0.661489089,77.8,5417
06037234200,-0.142016623,0.406033376,2,No,0.593966624,82.3,2424
06037234300,-0.21481492,0.364698331,2,No,0.635301669,77.3,3805
06037234501,-0.287149748,0.328241335,2,No,0.671758665,78.3,2845
06037234502,-1.063301488,0.029525032,1,Yes,0.970474968,78.11666667,3017
06037234600,-0.214188245,0.36521181,2,No,0.63478819,79.4,4908
06037234700,-0.554702982,0.189473684,1,Yes,0.810526316,76.6,3690
06037234800,-0.141259655,0.406803594,2,No,0.593196406,76.8,3317
06037234901,-1.2606756,0.010269576,1,Yes,0.989730424,73.0,3321
06037234902,-1.241764693,0.011424904,1,Yes,0.988575096,75.3,4088
06037235100,0.127030759,0.565982028,3,No,0.43401797200000003,78.7,4401
06037235201,-0.504351133,0.212708601,1,Yes,0.787291399,74.3,2682
06037235202,-0.859794089,0.075096277,1,Yes,0.924903723,72.8,4331
06037236000,0.343592998,0.69114249,3,No,0.30885750999999995,82.1,4181
06037236100,-0.528790686,0.198331194,1,Yes,0.801668806,76.3,6170
06037236202,-0.934222554,0.056867779,1,Yes,0.943132221,73.0,5764
06037236203,-0.692526479,0.126444159,1,Yes,0.8735558409999999,74.2,3118
06037236204,-1.136958827,0.020410783,1,Yes,0.979589217,76.2,3109
06037236400,0.214352639,0.61309371,3,No,0.38690629,80.8,4282
06037237101,-0.942262826,0.054942234,1,Yes,0.945057766,76.1,4409
06037237102,-1.222209294,0.012451861,1,Yes,0.987548139,85.3,3407
06037237201,-0.717237194,0.117073171,1,Yes,0.882926829,79.7,3814
06037237202,-0.907833602,0.063799743,1,Yes,0.936200257,78.6,4556
